model,split_type,use_coords,candidate,fold,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_interactions_with_coords,random,True,10,3,0.001,"(8,)",0.001,824,53,0.18339349103026853,0.9038005041235347,0.4230331871366815,0.04786167542126014,0.35,0.2641509433962264,0.9831387808041504
MLP_multi_interactions_with_coords,random,True,10,4,0.001,"(8,)",0.001,816,48,0.15894335499291906,0.9150526258680555,0.3954463743527783,0.04403531015192728,0.4367816091954023,0.3958333333333333,0.9739583333333334
MLP_multi_interactions_with_coords,random,True,10,5,0.001,"(8,)",0.001,816,48,0.18194019976808584,0.8934733072916667,0.389759738701384,0.04682524909062991,0.30952380952380953,0.2708333333333333,0.9700520833333334
MLP_multi_interactions_with_coords,random,True,11,1,0.001,"(16,)",0.01,824,51,0.26053710015714615,0.8886310022068334,0.4403547205574467,0.058536666268822014,0.43636363636363634,0.47058823529411764,0.9547218628719275
MLP_multi_interactions_with_coords,random,True,11,2,0.001,"(16,)",0.01,824,51,0.2803087515012738,0.8490728762397586,0.3232328600190874,0.056247437291675424,0.3516483516483517,0.3137254901960784,0.9689521345407504
MLP_multi_interactions_with_coords,random,True,11,3,0.001,"(16,)",0.01,824,53,0.2975121546003958,0.8790837677116217,0.35769201837610265,0.05887738298916947,0.40404040404040403,0.37735849056603776,0.9662775616083009
MLP_multi_interactions_with_coords,random,True,11,4,0.001,"(16,)",0.01,816,48,0.29576658639096304,0.8943684895833335,0.3180182460157234,0.06444408218831947,0.4,0.4583333333333333,0.9479166666666666
MLP_multi_interactions_with_coords,random,True,11,5,0.001,"(16,)",0.01,816,48,0.2199214761195041,0.8939344618055556,0.36124769396194506,0.05163309859747692,0.3333333333333333,0.2916666666666667,0.9713541666666666
MLP_multi_interactions_with_coords,random,True,12,1,0.001,"(16,)",0.001,824,51,0.19979296163687177,0.8893285645435405,0.43632713412678703,0.04603763469275723,0.4772727272727273,0.4117647058823529,0.9793014230271668
MLP_multi_interactions_with_coords,random,True,12,2,0.001,"(16,)",0.001,824,51,0.25257395167835917,0.8560231337036754,0.34593400603945185,0.05230993182914031,0.3488372093023256,0.29411764705882354,0.9741267787839586
MLP_multi_interactions_with_coords,random,True,12,3,0.001,"(16,)",0.001,824,53,0.22456110404437324,0.8856545040745907,0.3668397188244771,0.05172318574359472,0.35294117647058826,0.2830188679245283,0.9779507133592736
MLP_multi_interactions_with_coords,random,True,12,4,0.001,"(16,)",0.001,816,48,0.1829464575769201,0.9097629123263888,0.36931129773799865,0.05112650636692307,0.41237113402061853,0.4166666666666667,0.9622395833333334
MLP_multi_interactions_with_coords,random,True,12,5,0.001,"(16,)",0.001,816,48,0.19196027077408181,0.8923611111111112,0.360448480752948,0.04911417168296267,0.367816091954023,0.3333333333333333,0.9700520833333334
MLP_multi_interactions_with_coords,random,True,13,1,0.001,"(32,)",0.01,824,51,0.30472057462429614,0.8790934226213123,0.3729626577576435,0.05378454535248679,0.4329896907216495,0.4117647058823529,0.9676584734799483
MLP_multi_interactions_with_coords,random,True,13,2,0.001,"(32,)",0.01,824,51,0.4507671582054354,0.8373284630799279,0.34344745450584224,0.06201206961219435,0.37894736842105264,0.35294117647058826,0.9663648124191462
MLP_multi_interactions_with_coords,random,True,13,3,0.001,"(32,)",0.01,824,53,0.3244453835812755,0.8707143381543205,0.36337558791405156,0.055949596538895495,0.38636363636363635,0.32075471698113206,0.9766536964980544
MLP_multi_interactions_with_coords,random,True,13,4,0.001,"(32,)",0.01,816,48,0.30529847072295313,0.8920084635416667,0.326262605908686,0.06590661846027844,0.3925233644859813,0.4375,0.9505208333333334
MLP_multi_interactions_with_coords,random,True,13,5,0.001,"(32,)",0.01,816,48,0.2949512923586212,0.8834228515625,0.33144582847547494,0.05892011988575111,0.3146067415730337,0.2916666666666667,0.96484375
MLP_multi_interactions_with_coords,random,True,14,1,0.001,"(32,)",0.001,824,51,0.24022741467783917,0.884737336072851,0.42681977887491157,0.05280782007559259,0.40425531914893614,0.37254901960784315,0.9689521345407504
MLP_multi_interactions_with_coords,random,True,14,2,0.001,"(32,)",0.001,824,51,0.2784532754415175,0.8620855845572382,0.3713850447353133,0.055508833787877174,0.3409090909090909,0.29411764705882354,0.9715394566623544
MLP_multi_interactions_with_coords,random,True,14,3,0.001,"(32,)",0.001,824,53,0.25173844544121615,0.8967770354599515,0.40105371723618133,0.0531329566383327,0.3409090909090909,0.2830188679245283,0.9740596627756161
MLP_multi_interactions_with_coords,random,True,14,4,0.001,"(32,)",0.001,816,48,0.21249890423215906,0.9048665364583333,0.3628537684499122,0.05623070236698611,0.3883495145631068,0.4166666666666667,0.9544270833333334
