model,split_type,use_coords,species,candidate,fold,model__C,model__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,6,3,1.0,balanced,103,13,0.5389032126155031,0.82991452991453,0.3618464989117163,0.18681540222336143,0.3508771929824561,0.7692307692307693,0.6222222222222222
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,6,4,1.0,balanced,103,13,0.5880234977551217,0.7598290598290598,0.24777833710275418,0.20200062115981257,0.33962264150943394,0.6923076923076923,0.6555555555555556
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,6,5,1.0,balanced,102,13,0.6283675443777105,0.6698357821953327,0.25474383462201267,0.2270838652437568,0.2641509433962264,0.5384615384615384,0.6292134831460674
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,7,1,10.0,,102,12,0.3327740081286311,0.7138888888888888,0.2248565305279014,0.10122398514598871,0.0,0.0,0.9777777777777777
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,7,2,10.0,,103,13,0.3350568539267913,0.7495726495726496,0.29207014704752265,0.10453910570551649,0.25,0.15384615384615385,0.9888888888888889
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,7,3,10.0,,103,13,0.2971854058337437,0.8376068376068375,0.3800015530104124,0.09329242496723361,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,7,4,10.0,,103,13,0.34318759229851103,0.7555555555555555,0.23742723815648414,0.11043920448571046,0.11764705882352941,0.07692307692307693,0.9666666666666667
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,7,5,10.0,,102,13,0.3659417024986584,0.662057044079516,0.25435958226771777,0.11149556790474723,0.13333333333333333,0.07692307692307693,0.9887640449438202
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,8,1,10.0,balanced,102,12,0.5662414133395287,0.7314814814814815,0.232799801507932,0.19636674847595698,0.32,0.6666666666666666,0.6666666666666666
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,8,2,10.0,balanced,103,13,0.6403147552571289,0.7478632478632479,0.2891653844469122,0.22394191587150214,0.3728813559322034,0.8461538461538461,0.6111111111111112
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,8,3,10.0,balanced,103,13,0.5412614067632838,0.8290598290598291,0.3998780204583605,0.18823104520126607,0.3508771929824561,0.7692307692307693,0.6222222222222222
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,8,4,10.0,balanced,103,13,0.5910510292705216,0.7615384615384615,0.2990603883848055,0.20273611157637467,0.34615384615384615,0.6923076923076923,0.6666666666666666
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,8,5,10.0,balanced,102,13,0.6318574858281353,0.6681071737251513,0.251627396063777,0.22860963131982362,0.2641509433962264,0.5384615384615384,0.6292134831460674
