model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_no_coords,spatial,False,16,5,0.8,0.1,5,300,1.0,824,55,0.2022150005150455,0.8514718051779171,0.3925847120184977,0.050381244725350445,0.375,0.2727272727272727,0.9869960988296489
XGBoost_multi_no_coords,spatial,False,17,1,1.0,0.03,3,100,0.8,824,48,0.16478549020580316,0.8784766967353951,0.396146897346768,0.04492505998084029,0.11764705882352941,0.0625,1.0
XGBoost_multi_no_coords,spatial,False,17,2,1.0,0.03,3,100,0.8,824,49,0.17008793823651905,0.8543778801843317,0.3940673147511331,0.04605821748557003,0.0,0.0,1.0
XGBoost_multi_no_coords,spatial,False,17,3,1.0,0.03,3,100,0.8,816,53,0.17469264955279137,0.8872004747891886,0.4015687893837496,0.04929086417367719,0.037037037037037035,0.018867924528301886,1.0
XGBoost_multi_no_coords,spatial,False,17,4,1.0,0.03,3,100,0.8,816,45,0.15982125967835364,0.879190085026661,0.35210942360048625,0.043106014566149896,0.14814814814814814,0.08888888888888889,0.993514915693904
XGBoost_multi_no_coords,spatial,False,17,5,1.0,0.03,3,100,0.8,824,55,0.18259492377787145,0.8669937344839814,0.4404851242375833,0.05071991021406376,0.03571428571428571,0.01818181818181818,1.0
XGBoost_multi_no_coords,spatial,False,18,1,1.0,0.03,3,100,1.0,824,48,0.1658847491043475,0.8761812714776632,0.4012398592854028,0.045189898192028496,0.08,0.041666666666666664,1.0
XGBoost_multi_no_coords,spatial,False,18,2,1.0,0.03,3,100,1.0,824,49,0.17426729517814232,0.8467281105990783,0.3661701082057107,0.04710975997971395,0.0,0.0,1.0
XGBoost_multi_no_coords,spatial,False,18,3,1.0,0.03,3,100,1.0,816,53,0.17685910496672194,0.8844679640940676,0.3934712453709077,0.050002568271394716,0.0,0.0,1.0
XGBoost_multi_no_coords,spatial,False,18,4,1.0,0.03,3,100,1.0,816,45,0.16419795741088017,0.8733967430465485,0.324908527874271,0.044264765146089194,0.11538461538461539,0.06666666666666667,0.9948119325551232
XGBoost_multi_no_coords,spatial,False,18,5,1.0,0.03,3,100,1.0,824,55,0.18474070816811275,0.8616266698191275,0.4384956106792208,0.05122965299723222,0.0,0.0,1.0
XGBoost_multi_no_coords,spatial,False,19,1,1.0,0.03,3,300,0.8,824,48,0.1571880107509638,0.8742482817869416,0.4297935362927683,0.04263465626949819,0.23728813559322035,0.14583333333333334,0.9948453608247423
XGBoost_multi_no_coords,spatial,False,19,2,1.0,0.03,3,300,0.8,824,49,0.16155319562783715,0.8648584595128374,0.40996400735768035,0.0436488159232222,0.07547169811320754,0.04081632653061224,0.9974193548387097
XGBoost_multi_no_coords,spatial,False,19,3,1.0,0.03,3,300,0.8,816,53,0.16593221303814848,0.886446252380128,0.4448742536632327,0.04613587872838544,0.21875,0.1320754716981132,0.9947575360419397
XGBoost_multi_no_coords,spatial,False,19,4,1.0,0.03,3,300,0.8,816,45,0.15098678381442882,0.8911946966421674,0.40460298262188804,0.041357965069698965,0.23333333333333334,0.15555555555555556,0.9896238651102465
XGBoost_multi_no_coords,spatial,False,19,5,1.0,0.03,3,300,0.8,824,55,0.1746902233024179,0.876108287031564,0.4370097860353684,0.048897528223691374,0.16393442622950818,0.09090909090909091,0.9986996098829649
XGBoost_multi_no_coords,spatial,False,20,1,1.0,0.03,3,300,1.0,824,48,0.1588660216301062,0.8709326675257733,0.4248958879913278,0.04303149792906099,0.2413793103448276,0.14583333333333334,0.9961340206185567
XGBoost_multi_no_coords,spatial,False,20,2,1.0,0.03,3,300,1.0,824,49,0.1656279518244589,0.8601711652402896,0.3866773979392426,0.04471053795296958,0.14814814814814814,0.08163265306122448,0.9987096774193548
XGBoost_multi_no_coords,spatial,False,20,3,1.0,0.03,3,300,1.0,816,53,0.16810025925011798,0.8845792428101585,0.41657929514793435,0.04703538006747727,0.13333333333333333,0.07547169811320754,0.9960681520314548
XGBoost_multi_no_coords,spatial,False,20,4,1.0,0.03,3,300,1.0,816,45,0.1556298729873071,0.8856607580342989,0.357878724764285,0.042402228847565046,0.17857142857142858,0.1111111111111111,0.9922178988326849
XGBoost_multi_no_coords,spatial,False,20,5,1.0,0.03,3,300,1.0,824,55,0.17792051544158274,0.8689797848445442,0.4461354742340877,0.04933540130122171,0.13559322033898305,0.07272727272727272,1.0
XGBoost_multi_no_coords,spatial,False,21,1,1.0,0.03,5,100,0.8,824,48,0.15697509934542628,0.8757785652920962,0.42636160940804657,0.042444485729934305,0.25806451612903225,0.16666666666666666,0.9922680412371134
XGBoost_multi_no_coords,spatial,False,21,2,1.0,0.03,5,100,0.8,824,49,0.16182834374372762,0.8627781435154707,0.40953354794751257,0.04378198004527032,0.10909090909090909,0.061224489795918366,0.9961290322580645
