model,split_type,use_coords,species,candidate,fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_single_with_coords,random,True,Cacophis kreftii,13,4,0.8,0.1,5,100,0.8,103,5,0.17416850982206494,0.9122448979591836,0.2661538461538462,0.04614151200489413,0.0,0.0,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,13,5,0.8,0.1,5,100,0.8,102,3,0.07978687539600272,0.9629629629629629,0.3472222222222222,0.025540270844308273,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,14,1,0.8,0.1,5,100,1.0,103,2,0.04989708555523109,0.9801980198019802,0.6666666666666666,0.014718091703828083,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,14,2,0.8,0.1,5,100,1.0,103,3,0.1309500755137348,0.8933333333333333,0.1582251082251082,0.03086105426053355,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,14,3,0.8,0.1,5,100,1.0,102,3,0.1272589846994816,0.898989898989899,0.2638888888888889,0.029414529647746757,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,14,4,0.8,0.1,5,100,1.0,103,5,0.17430923951126004,0.9183673469387755,0.40421888053467003,0.04499737925582859,0.2857142857142857,0.2,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,14,5,0.8,0.1,5,100,1.0,102,3,0.10767444510768659,0.9528619528619529,0.2869047619047619,0.0346059646509659,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,15,1,0.8,0.1,5,300,0.8,103,2,0.049496272611999015,0.9801980198019802,0.6666666666666666,0.013609638841174247,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,15,2,0.8,0.1,5,300,0.8,103,3,0.14323297982730912,0.88,0.13849016480595427,0.029271295295097845,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,15,3,0.8,0.1,5,300,0.8,102,3,0.13668107262239518,0.8821548821548822,0.2564102564102564,0.03336432127738515,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,15,4,0.8,0.1,5,300,0.8,103,5,0.19032153414113973,0.9061224489795918,0.38966873706004146,0.043485876628838155,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,15,5,0.8,0.1,5,300,0.8,102,3,0.07695927238269597,0.9730639730639731,0.5873015873015872,0.022981268376046488,0.5,0.3333333333333333,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,16,1,0.8,0.1,5,300,1.0,103,2,0.05659124934651294,0.9801980198019802,0.6666666666666666,0.015572033350628029,0.0,0.0,1.0
