model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_interactions_no_coords,random,False,21,1,1.0,0.03,5,100,0.8,824,51,0.15846498462636566,0.8814144027598102,0.4541093005407457,0.04281420830622157,0.3283582089552239,0.21568627450980393,0.9935316946959897
XGBoost_multi_interactions_no_coords,random,False,21,2,1.0,0.03,5,100,0.8,824,51,0.17904628638328135,0.8442153057859625,0.30808133506486124,0.04951482164053546,0.2028985507246377,0.13725490196078433,0.9857697283311773
XGBoost_multi_interactions_no_coords,random,False,21,3,1.0,0.03,5,100,0.8,824,53,0.16838958455615075,0.905978513569733,0.3881121556947386,0.04808374623786339,0.1791044776119403,0.11320754716981132,0.9896238651102465
XGBoost_multi_interactions_no_coords,random,False,21,4,1.0,0.03,5,100,0.8,816,48,0.14533114633007324,0.9049479166666666,0.5558816620150566,0.03879137679468251,0.40625,0.2708333333333333,0.99609375
XGBoost_multi_interactions_no_coords,random,False,21,5,1.0,0.03,5,100,0.8,816,48,0.1483180779688286,0.8894585503472222,0.47629301780489225,0.03999936174836951,0.3283582089552239,0.22916666666666666,0.9895833333333334
XGBoost_multi_interactions_no_coords,random,False,22,1,1.0,0.03,5,100,1.0,824,51,0.16237410721272322,0.8628972934581336,0.4490053716190111,0.04346412006004496,0.2857142857142857,0.17647058823529413,0.9961190168175937
XGBoost_multi_interactions_no_coords,random,False,22,2,1.0,0.03,5,100,1.0,824,51,0.17872360544236573,0.842160667630571,0.30709872729415544,0.049466722809746955,0.17647058823529413,0.11764705882352941,0.9857697283311773
XGBoost_multi_interactions_no_coords,random,False,22,3,1.0,0.03,5,100,1.0,824,53,0.16874530971833646,0.9032621197660475,0.37022139920742686,0.048280435062079526,0.18181818181818182,0.11320754716981132,0.9909208819714657
XGBoost_multi_interactions_no_coords,random,False,22,4,1.0,0.03,5,100,1.0,816,48,0.14690683007604172,0.9040120442708333,0.5162500759564775,0.03944226663170728,0.20689655172413793,0.125,0.9947916666666666
XGBoost_multi_interactions_no_coords,random,False,22,5,1.0,0.03,5,100,1.0,816,48,0.15092963215224428,0.8826768663194444,0.5139065598990934,0.04009727464112681,0.3582089552238806,0.25,0.9908854166666666
XGBoost_multi_interactions_no_coords,random,False,23,1,1.0,0.03,5,300,0.8,824,51,0.15826400471948288,0.880196839408467,0.4500057379501499,0.042798857263740164,0.39473684210526316,0.29411764705882354,0.9870633893919794
XGBoost_multi_interactions_no_coords,random,False,23,2,1.0,0.03,5,300,0.8,824,51,0.18301590975093304,0.8480328742104863,0.32460261277849267,0.04969117685981986,0.3333333333333333,0.2549019607843137,0.981888745148771
XGBoost_multi_interactions_no_coords,random,False,23,3,1.0,0.03,5,300,0.8,824,53,0.16881660876341642,0.8987103247436555,0.3882579081910028,0.048692137277685635,0.25,0.16981132075471697,0.9870298313878081
XGBoost_multi_interactions_no_coords,random,False,23,4,1.0,0.03,5,300,0.8,816,48,0.13564716713124578,0.9149305555555556,0.5846205493450035,0.03700216275436424,0.5194805194805194,0.4166666666666667,0.98828125
XGBoost_multi_interactions_no_coords,random,False,23,5,1.0,0.03,5,300,0.8,816,48,0.14297229952846907,0.8948025173611112,0.5089628743010796,0.03860033277141414,0.4533333333333333,0.3541666666666667,0.9869791666666666
XGBoost_multi_interactions_no_coords,random,False,24,1,1.0,0.03,5,300,1.0,824,51,0.16011756770390034,0.8738426806686452,0.44475641142274225,0.042884312297109886,0.3611111111111111,0.2549019607843137,0.9896507115135834
XGBoost_multi_interactions_no_coords,random,False,24,2,1.0,0.03,5,300,1.0,824,51,0.18003769085199237,0.8529919082768942,0.3186704712103339,0.05006403145024254,0.2857142857142857,0.21568627450980393,0.9805950840879689
XGBoost_multi_interactions_no_coords,random,False,24,3,1.0,0.03,5,300,1.0,824,53,0.16859422228033,0.897095171671194,0.3693097246586471,0.048628391331777474,0.2857142857142857,0.18867924528301888,0.9909208819714657
XGBoost_multi_interactions_no_coords,random,False,24,4,1.0,0.03,5,300,1.0,816,48,0.14135212340283032,0.9095865885416667,0.5097630559873016,0.03867007889185663,0.4864864864864865,0.375,0.9895833333333334
XGBoost_multi_interactions_no_coords,random,False,24,5,1.0,0.03,5,300,1.0,816,48,0.14712055344049804,0.8864746093750001,0.5276606243644344,0.038897767740579015,0.4444444444444444,0.3333333333333333,0.9895833333333334
XGBoost_multi_interactions_no_coords,random,False,25,1,1.0,0.1,3,100,0.8,824,51,0.15963804916692434,0.874045607893869,0.43807741285892865,0.04315448311044137,0.39436619718309857,0.27450980392156865,0.9922380336351876
XGBoost_multi_interactions_no_coords,random,False,25,2,1.0,0.1,3,100,0.8,824,51,0.1815945821229226,0.8455596986530705,0.3167006705451626,0.05012160322512123,0.3037974683544304,0.23529411764705882,0.9793014230271668
