model,split_type,use_coords,candidate,fold,classifier__class_weight,classifier__max_depth,classifier__max_features,classifier__min_samples_leaf,classifier__n_estimators,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
RF_multi_interactions_with_coords,spatial,True,6,5,balanced,20.0,sqrt,1,500,824,51,0.1984608554774511,0.8924232047282044,0.4347307751010845,0.05860492676261171,0.49624060150375937,0.6470588235294118,0.9366106080206986
RF_multi_interactions_with_coords,spatial,True,7,1,balanced,20.0,sqrt,5,300,824,50,0.25564025362301324,0.9349612403100773,0.5708249697399198,0.0770835141900874,0.47126436781609193,0.82,0.8927648578811369
RF_multi_interactions_with_coords,spatial,True,7,2,balanced,20.0,sqrt,5,300,824,52,0.25693959711603714,0.9175468314069352,0.4714128252817331,0.07759711742730045,0.46511627906976744,0.7692307692307693,0.8963730569948186
RF_multi_interactions_with_coords,spatial,True,7,3,balanced,20.0,sqrt,5,300,816,48,0.2516194808133835,0.8766818576388888,0.39682044698953245,0.07719875543632118,0.4171779141104294,0.7083333333333334,0.89453125
RF_multi_interactions_with_coords,spatial,True,7,4,balanced,20.0,sqrt,5,300,816,49,0.2402082405981183,0.9318308809834233,0.5439952759694839,0.07058511162967619,0.4785276073619632,0.7959183673469388,0.9022164276401564
RF_multi_interactions_with_coords,spatial,True,7,5,balanced,20.0,sqrt,5,300,824,51,0.28659625289070173,0.8864114856809476,0.38768163971455105,0.08780537860851843,0.43010752688172044,0.7843137254901961,0.8771021992238034
RF_multi_interactions_with_coords,spatial,True,8,1,balanced,20.0,sqrt,5,500,824,50,0.2543430532883769,0.935452196382429,0.5746573695009175,0.07678926095404712,0.4745762711864407,0.84,0.8901808785529716
RF_multi_interactions_with_coords,spatial,True,8,2,balanced,20.0,sqrt,5,500,824,52,0.25747314628159196,0.9185183339976086,0.4749208586139892,0.07804804453760356,0.47126436781609193,0.7884615384615384,0.8950777202072538
RF_multi_interactions_with_coords,spatial,True,8,3,balanced,20.0,sqrt,5,500,816,48,0.25152721276512163,0.8789333767361112,0.4106805289813682,0.07708846069932764,0.4074074074074074,0.6875,0.89453125
RF_multi_interactions_with_coords,spatial,True,8,4,balanced,20.0,sqrt,5,500,816,49,0.24009558340560092,0.9319373120825906,0.5416265947438982,0.07066775046383736,0.4691358024691358,0.7755102040816326,0.9022164276401564
RF_multi_interactions_with_coords,spatial,True,8,5,balanced,20.0,sqrt,5,500,824,51,0.2861632693575541,0.8878573421606676,0.39720929212362477,0.08784418007360173,0.44086021505376344,0.803921568627451,0.8783958602846055
