model,split_type,use_coords,species,candidate,fold,model__classifier__C,model__classifier__class_weight,model__splines__n_knots,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
GAM_single_no_coords,spatial,False,Egernia mcpheei,4,2,0.1,balanced,4,103,2,0.4326812769624168,0.9851485148514851,0.7,0.1322182719116935,0.23529411764705882,1.0,0.8712871287128713
GAM_single_no_coords,spatial,False,Egernia mcpheei,4,3,0.1,balanced,4,103,1,0.4138572431329803,0.9803921568627451,0.3333333333333333,0.12286155913611262,0.16666666666666666,1.0,0.9019607843137255
GAM_single_no_coords,spatial,False,Egernia mcpheei,4,4,0.1,balanced,4,102,1,0.4300770941917525,1.0,1.0,0.13032084842531638,0.15384615384615385,1.0,0.8910891089108911
GAM_single_no_coords,spatial,False,Egernia mcpheei,4,5,0.1,balanced,4,102,1,0.3688009924441454,0.26732673267326734,0.013333333333333334,0.11410522154243213,0.0,0.0,0.8316831683168316
GAM_single_no_coords,spatial,False,Egernia mcpheei,5,1,0.1,balanced,6,103,1,0.34463944288495435,0.9607843137254902,0.2,0.09690029017080955,0.18181818181818182,1.0,0.9117647058823529
GAM_single_no_coords,spatial,False,Egernia mcpheei,5,2,0.1,balanced,6,103,2,0.39991727820604606,0.995049504950495,0.8333333333333333,0.1189338141783709,0.26666666666666666,1.0,0.8910891089108911
GAM_single_no_coords,spatial,False,Egernia mcpheei,5,3,0.1,balanced,6,103,1,0.379405503744986,0.9803921568627451,0.3333333333333333,0.11005895725320805,0.2222222222222222,1.0,0.9313725490196079
GAM_single_no_coords,spatial,False,Egernia mcpheei,5,4,0.1,balanced,6,102,1,0.4193125833939256,1.0,1.0,0.12632344142991916,0.18181818181818182,1.0,0.9108910891089109
GAM_single_no_coords,spatial,False,Egernia mcpheei,5,5,0.1,balanced,6,102,1,0.3522474475388574,0.27722772277227725,0.013513513513513514,0.10831453618048545,0.0,0.0,0.8514851485148515
GAM_single_no_coords,spatial,False,Egernia mcpheei,6,1,0.1,balanced,8,103,1,0.3336596484153653,0.9705882352941176,0.25,0.09319518676538999,0.16666666666666666,1.0,0.9019607843137255
GAM_single_no_coords,spatial,False,Egernia mcpheei,6,2,0.1,balanced,8,103,2,0.37738301054792683,0.995049504950495,0.8333333333333333,0.10895439728571261,0.2857142857142857,1.0,0.900990099009901
GAM_single_no_coords,spatial,False,Egernia mcpheei,6,3,0.1,balanced,8,103,1,0.36577914498792874,0.9803921568627451,0.3333333333333333,0.10482449762240147,0.2,1.0,0.9215686274509803
GAM_single_no_coords,spatial,False,Egernia mcpheei,6,4,0.1,balanced,8,102,1,0.4175123569401828,0.9900990099009901,0.5,0.12531877277909645,0.2,1.0,0.9207920792079208
GAM_single_no_coords,spatial,False,Egernia mcpheei,6,5,0.1,balanced,8,102,1,0.34535927965336505,0.2277227722772277,0.012658227848101266,0.10461507284149292,0.0,0.0,0.8712871287128713
GAM_single_no_coords,spatial,False,Egernia mcpheei,7,1,0.5,,4,103,1,0.04477376401408692,0.9705882352941176,0.25,0.009284853517087476,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,7,2,0.5,,4,103,2,0.08438309342229514,0.9851485148514851,0.7,0.018696951627150456,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,7,3,0.5,,4,103,1,0.04519025153919407,0.9901960784313726,0.5,0.009263044410544416,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,7,4,0.5,,4,102,1,0.045298967949733905,1.0,1.0,0.00933655059286495,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,7,5,0.5,,4,102,1,0.06280008850595643,0.2376237623762376,0.01282051282051282,0.009978493419694786,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,8,1,0.5,,6,103,1,0.044827433298243034,0.9705882352941176,0.25,0.009290014025922494,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,8,2,0.5,,6,103,2,0.08346057666014405,0.9851485148514851,0.7,0.01865496630296899,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,8,3,0.5,,6,103,1,0.04512070756022377,0.9803921568627451,0.3333333333333333,0.009276300018644715,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,8,4,0.5,,6,102,1,0.044560156965516504,1.0,1.0,0.0092799982057499,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,8,5,0.5,,6,102,1,0.0632844301299806,0.25742574257425743,0.013157894736842105,0.010002673009967414,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,9,1,0.5,,8,103,1,0.04486755194273108,0.9705882352941176,0.25,0.009293057409840969,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,9,2,0.5,,8,103,2,0.08315201345115945,0.9702970297029703,0.625,0.018639019094673543,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,9,3,0.5,,8,103,1,0.045742358279624855,0.9803921568627451,0.3333333333333333,0.009321420729195787,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,9,4,0.5,,8,102,1,0.04420836121146397,1.0,1.0,0.009250115093885052,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,9,5,0.5,,8,102,1,0.064946669022604,0.17821782178217827,0.011904761904761904,0.01004253023973721,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,10,1,0.5,balanced,4,103,1,0.27558810286039465,0.9411764705882353,0.14285714285714285,0.08094372276735595,0.18181818181818182,1.0,0.9117647058823529
GAM_single_no_coords,spatial,False,Egernia mcpheei,10,2,0.5,balanced,4,103,2,0.3198478753307512,0.9801980198019802,0.45,0.09713646489967508,0.25,1.0,0.8811881188118812
GAM_single_no_coords,spatial,False,Egernia mcpheei,10,3,0.5,balanced,4,103,1,0.2816414001708507,0.9901960784313726,0.5,0.07754099431259436,0.2857142857142857,1.0,0.9509803921568627
GAM_single_no_coords,spatial,False,Egernia mcpheei,10,4,0.5,balanced,4,102,1,0.332770887641996,1.0,1.0,0.10088237293472742,0.16666666666666666,1.0,0.900990099009901
GAM_single_no_coords,spatial,False,Egernia mcpheei,10,5,0.5,balanced,4,102,1,0.3064290274441676,0.26732673267326734,0.013333333333333334,0.0952023552188851,0.0,0.0,0.8712871287128713
GAM_single_no_coords,spatial,False,Egernia mcpheei,11,1,0.5,balanced,6,103,1,0.24332492897714145,0.9215686274509804,0.1111111111111111,0.0720054402372482,0.2,1.0,0.9215686274509803
